223
54 53 0 0 0 0 -50
54 55 0 0 0 0 -60
54 58 0 0 0 0 30
54 77 0 0 0 0 -40
54 78 0 0 0 0 -40
56 57 0 0 0 0 -60
57 56 0 0 0 0 -60
57 46 0 0 0 0 -20
62 2 0 0 0 0 30
63 3 0 0 0 0 40
62 63 0 0 0 0 40
63 3 0 0 0 0 20
63 4 0 0 0 0 -40
63 62 4 0 0 0 0
64 4 0 0 0 0 40
64 5 0 0 0 0 40
71 31 0 0 0 0 -127
75 26 0 1 0 0 -60
76 26 0 1 0 0 -40
77 50 0 0 0 0 -50
77 27 0 0 0 0 50
77 28 0 0 0 0 40
77 30 0 0 0 0 20
77 31 0 0 0 0 -40
77 49 0 0 0 0 30
77 52 0 0 0 0 40
77 54 0 0 0 0 -50
77 55 0 0 0 0 -40
77 56 0 0 0 0 40
77 53 0 0 0 0 40
77 78 0 0 0 0 40
78 50 0 0 0 0 -50
78 27 0 0 0 0 50
78 28 0 0 0 0 40
78 30 0 0 0 0 20
78 31 0 0 0 0 -40
78 49 0 0 0 0 30
78 52 0 0 0 0 40
78 53 0 0 0 0 40
78 54 0 0 0 0 -50
78 55 0 0 0 0 -40
78 56 0 0 0 0 40
78 77 0 0 0 0 40
